town_code,town,district,region,population,website,email,source,status
505722,Veľké Uherce,Partizánske,Trenčiansky kraj,2018,https://www.velkeuherce.sk,starosta@velkeuherce.sk,xls,ok
505731,Veľký Klíž,Partizánske,Trenčiansky kraj,903,https://www.velky-kliz.sk,ocu.velkykliz@wircom.sk,guessed,ok
505803,Žabokreky nad Nitrou,Partizánske,Trenčiansky kraj,1740,https://www.zabokrekynadnitrou.sk,starosta@zabokrekynadnitrou.sk,xls,ok
507806,Báhoň,Pezinok,Bratislavský kraj,1855,https://bahon.sk,starosta@bahon.sk,guessed,ok
507849,Budmerice,Pezinok,Bratislavský kraj,2424,https://www.budmerice.sk,podatelna@budmerice.sk,guessed,ok
507857,Častá,Pezinok,Bratislavský kraj,2303,https://www.casta.sk,sekretariat@casta.sk,guessed,ok
507873,Doľany - Pezinok,Pezinok,Bratislavský kraj,1061,,,none,no_website
507881,Dubová - Pezinok,Pezinok,Bratislavský kraj,1131,,,none,no_website
507946,Jablonec,Pezinok,Bratislavský kraj,1022,https://www.jablonec.sk,starosta@jablonec.sk,guessed,ok
508047,Limbach,Pezinok,Bratislavský kraj,2276,https://www.limbach.sk,starosta@limbach.sk,guessed,ok
508101,Modra,Pezinok,Bratislavský kraj,9028,https://www.modra.sk,stavebnyurad@msumodra.sk,guessed,ok
508179,Pezinok,Pezinok,Bratislavský kraj,23019,https://www.pezinok.sk,podatelna@msupezinok.sk,guessed,ok
508187,Píla - Pezinok,Pezinok,Bratislavský kraj,338,,,none,no_website
508250,Šenkvice,Pezinok,Bratislavský kraj,5122,https://www.senkvice.sk,starosta@senkvice.org,xls,ok
508225,Slovenský Grob,Pezinok,Bratislavský kraj,4828,https://slovensky-grob.sk,stavebnyurad@slovensky-grob.sk,guessed,ok
508268,Štefanová,Pezinok,Bratislavský kraj,365,https://www.stefanova.sk,ou@stefanova.sk,guessed,ok
507989,Svätý Jur,Pezinok,Bratislavský kraj,5736,https://svaty-jur.sk,msu@svatyjur.sk,guessed,ok
508306,Viničné,Pezinok,Bratislavský kraj,2587,https://www.vinicne.sk,info@vinicne.sk,guessed,ok
508314,Vinosady,Pezinok,Bratislavský kraj,1437,https://www.vinosady.sk,info@vinosady.sk,guessed,ok
508322,Vištuk,Pezinok,Bratislavský kraj,1356,https://www.vistuk.sk,starosta@vistuk.sk,guessed,ok
581399,Banka,Piešťany,Trnavský kraj,2066,https://www.obecbanka.sk,starosta@obecbanka.sk,guessed,ok
558354,Bašovce,Piešťany,Trnavský kraj,339,https://basovce.sk,info@basovce.sk,guessed,ok
506834,Borovce,Piešťany,Trnavský kraj,1075,https://www.borovce.sk,info@borovce.sk,guessed,ok
507121,Chtelnica,Piešťany,Trnavský kraj,2547,https://www.chtelnica.sk,starosta@chtelnica.sk,guessed,ok
506982,Dolný Lopašov,Piešťany,Trnavský kraj,973,https://www.obecdlopasov.sk,starosta@obecdlopasov.sk,xls,ok
506991,Drahovce,Piešťany,Trnavský kraj,2581,https://obecdrahovce.sk,sekretariat@obecdrahovce.sk,guessed,ok
507008,Dubovany,Piešťany,Trnavský kraj,1051,https://www.dubovany.sk,webyportal@webygroup.sk,guessed,ok
558338,Ducové,Piešťany,Trnavský kraj,459,https://ducove.sk,ducove@ducove.sk,guessed,ok
556581,Hubina,Piešťany,Trnavský kraj,513,https://www.hubina.sk,hubina@hubina.sk,guessed,ok
507199,Kočín - Lančár,Piešťany,Trnavský kraj,522,,,none,no_website
507229,Krakovany,Piešťany,Trnavský kraj,1466,https://www.krakovany.sk,krakovany@krakovany.sk,guessed,ok
507342,Moravany nad Váhom,Piešťany,Trnavský kraj,2480,https://www.moravany.sk,moravany@moravany.sk,xls,ok
507369,Nižná - Piešťany,Piešťany,Trnavský kraj,546,,,none,no_website
507385,Ostrov - Piešťany,Piešťany,Trnavský kraj,1220,,,none,no_website
507431,Pečeňady,Piešťany,Trnavský kraj,555,https://www.pecenady.sk,info@pecenady.sk,guessed,ok
507440,Piešťany,Piešťany,Trnavský kraj,27238,https://www.piestany.sk,primator@piestany.sk,guessed,ok
507466,Prašník,Piešťany,Trnavský kraj,829,https://www.obecprasnik.sk,pwirth@hotmail.com,guessed,ok
507482,Rakovice,Piešťany,Trnavský kraj,613,https://www.rakovice.sk,podatelna@rakovice.sk,guessed,ok
507491,Ratnovce,Piešťany,Trnavský kraj,1094,https://www.ratnovce.sk,ou@obec-ratnovce.sk,guessed,ok
558397,Šípkové,Piešťany,Trnavský kraj,295,https://www.sipkove.sk,starosta@sipkove.sk,guessed,ok
507563,Sokolovce,Piešťany,Trnavský kraj,1367,https://www.sokolovce.sk,starosta@sokolovce.sk,guessed,ok
556548,Šterusy,Piešťany,Trnavský kraj,500,https://www.sterusy.sk,podatelna@sterusy.sk,guessed,ok
507679,Trebatice,Piešťany,Trnavský kraj,1360,https://www.trebatice.sk,podatelna@trebatice.sk,guessed,ok
507709,Veľké Kostoľany,Piešťany,Trnavský kraj,2782,https://www.velkekostolany.sk,velkekostolany@velkekostolany.sk,xls,ok
556572,Veľké Orvište,Piešťany,Trnavský kraj,1063,https://www.velkeorviste.sk,starosta@velkeorviste.sk,xls,ok
507725,Veselé,Piešťany,Trnavský kraj,1239,https://www.vesele.sk,ocuvesele@vesele.sk,guessed,ok
507750,Vrbové,Piešťany,Trnavský kraj,5910,https://www.vrbove.sk,primator@vrbove.sk,guessed,ok
511269,Breznička - Poltár,Poltár,Banskobystrický kraj,738,,,none,no_website
511340,České Brezovo,Poltár,Banskobystrický kraj,462,https://www.ceskebrezovo.sk,ceske.brezovo@zoznam.sk,xls,ok
511315,Cinobaňa,Poltár,Banskobystrický kraj,2200,https://www.cinobana.sk,info@cinobana.sk,guessed,ok
557323,Ďubákovo,Poltár,Banskobystrický kraj,81,https://www.dubakovo.com,,xls,no_email
511447,Hradište - Poltár,Poltár,Banskobystrický kraj,243,,,none,no_website
514900,Hrnčiarska Ves,Poltár,Banskobystrický kraj,944,https://www.hrnciarskaves.sk,hrnciarskaves@gmail.com,xls,ok
514918,Hrnčiarske Zalužany,Poltár,Banskobystrický kraj,856,https://www.hrnciarskezaluzany.sk,ou@hrnciarskezaluzany.sk,xls,ok
511471,Kalinovo,Poltár,Banskobystrický kraj,2241,https://www.kalinovo.sk,info@kalinovo.sk,guessed,ok
511498,Kokava nad Rimavicou,Poltár,Banskobystrický kraj,2819,https://www.kokava.sk,obec@kokava.sk,xls,ok
511501,Krná,Poltár,Banskobystrický kraj,51,https://www.krna.sk,obeckrna@gmail.com,guessed,ok
511595,Málinec,Poltár,Banskobystrický kraj,1500,https://malinec.sk,starosta@malinec.sk,guessed,ok
511617,Mládzovo,Poltár,Banskobystrický kraj,94,https://www.mladzovo.sk,obecmladzovo@gmail.com,guessed,ok
511684,Ozdín,Poltár,Banskobystrický kraj,291,https://www.ozdin.sk,info@ozdin.sk,guessed,ok
511765,Poltár,Poltár,Banskobystrický kraj,5543,https://www.poltar.sk,skolskyurad@poltar.sk,guessed,ok
511820,Rovňany,Poltár,Banskobystrický kraj,248,https://www.rovnany.sk,starosta@rovnany.sk,guessed,ok
515515,Selce - Poltár,Poltár,Banskobystrický kraj,116,,,none,no_website
511889,Šoltýska,Poltár,Banskobystrický kraj,94,https://www.soltyska.sk,starosta@soltyska.sk,guessed,ok
515591,Sušany,Poltár,Banskobystrický kraj,431,https://www.susany.sk,info@webex.sk,guessed,ok
511978,Uhorské,Poltár,Banskobystrický kraj,518,https://www.uhorske.sk,obec.uhorske@ma-net.sk,guessed,ok
580317,Utekáč,Poltár,Banskobystrický kraj,909,https://www.obecutekac.sk,podatelna@obecutekac.sk,guessed,ok
512001,Veľká Ves,Poltár,Banskobystrický kraj,441,https://www.velkaves.sk,velkaves@stonline.sk,xls,ok
582051,Zlatno - Poltár,Poltár,Banskobystrický kraj,473,,,none,no_website
523402,Batizovce,Poprad,Prešovský kraj,2514,https://www.obecbatizovce.sk,starosta@obecbatizovce.sk,guessed,ok
523437,Gánovce,Poprad,Prešovský kraj,1399,https://www.ganovce.sk,sekretariat@ganovce.sk,guessed,ok
523445,Gerlachov - Poprad,Poprad,Prešovský kraj,857,https://www.obecgerlachov.sk,dane@obecgerlachov.sk,guessed,ok
523488,Hôrka,Poprad,Prešovský kraj,2088,https://www.obechorka.sk,obechorka@obechorka.sk,guessed,ok
523496,Hozelec,Poprad,Prešovský kraj,778,https://www.obechozelec.sk,hozelec.obec@gmail.com,guessed,ok
523518,Hranovnica,Poprad,Prešovský kraj,3191,https://www.hranovnica.sk,podatelna@hranovnica.sk,guessed,ok
523542,Jánovce - Poprad,Poprad,Prešovský kraj,1725,https://www.janovce.sk,starosta@janovce.sk,guessed,ok
523593,Kravany - Poprad,Poprad,Prešovský kraj,897,https://www.obeckravany.sk,starosta@obeckravany.sk,guessed,ok
523631,Liptovská Teplička,Poprad,Prešovský kraj,2465,https://www.liptovska-teplicka.sk,starosta@liptovskateplicka.sk,guessed,ok
523658,Lučivná,Poprad,Prešovský kraj,966,https://www.lucivna.sk,starosta@lucivna.sk,guessed,ok
523721,Mengusovce,Poprad,Prešovský kraj,718,https://www.mengusovce.sk,starosta@mengusovce.sk,guessed,ok
523747,Mlynica,Poprad,Prešovský kraj,618,https://www.obecmlynica.sk,info@obecmlynica.sk,guessed,ok
523763,Nová Lesná,Poprad,Prešovský kraj,1654,https://www.novalesna.sk,obec@novalesna.sk,xls,ok
523381,Poprad,Poprad,Prešovský kraj,51117,https://www.poprad.sk,primator@poprad.sk,guessed,ok
523844,Spišská Teplica,Poprad,Prešovský kraj,2263,https://www.spisskateplica.sk,ouspisskateplica@stonline.sk,xls,ok
523852,Spišské Bystré,Poprad,Prešovský kraj,2551,https://www.spisskebystre.sk,sp.bystre@stonline.sk,xls,ok
523879,Spišský Štiavnik,Poprad,Prešovský kraj,2928,https://www.spisskystiavnik.sk,obec@spisskystiavnik.sk,xls,ok
559890,Štôla,Poprad,Prešovský kraj,531,https://www.stola.sk,starosta@stola.sk,guessed,ok
523933,Štrba,Poprad,Prešovský kraj,3461,https://www.strba.sk,strba@strba.sk,guessed,ok
524107,Šuňava,Poprad,Prešovský kraj,1986,https://www.sunava.sk,podatelna@sunava.sk,guessed,ok
523950,Švábovce,Poprad,Prešovský kraj,1583,https://obecsvabovce.sk,obec.svabovce@gmail.com,guessed,ok
523925,Svit,Poprad,Prešovský kraj,7927,https://www.svit.sk,info@kniznicasvit.sk,guessed,ok
580368,Tatranská Javorina,Poprad,Prešovský kraj,193,https://www.tjavorina.eu,obecnyurad@tjavorina.eu,xls,ok
524018,Veľký Slavkov,Poprad,Prešovský kraj,1473,https://www.velkyslavkov.sk,starosta@velkyslavkov.sk,xls,ok
524026,Vernár,Poprad,Prešovský kraj,576,https://www.vernar.sk,urad@vernar.sk,guessed,ok
524034,Vikartovce,Poprad,Prešovský kraj,1890,https://www.vikartovce.sk,podatelna@vikartovce.sk,guessed,ok
524093,Vydrník,Poprad,Prešovský kraj,1272,https://www.vydrnik.sk,obec@vydrnik.sk,guessed,ok
560103,Vysoké Tatry,Poprad,Prešovský kraj,4006,https://www.vysoketatry.sk,msu@vysoketatry.sk,xls,ok
524131,Ždiar,Poprad,Prešovský kraj,1383,https://zdiar.sk,starosta@zdiar.sk,guessed,ok
557633,Bodiná,Považská Bystrica,Trenčiansky kraj,496,https://www.bodina.yw.sk,obecbodina@centrum.sk,xls,ok
512915,Brvnište,Považská Bystrica,Trenčiansky kraj,1210,https://www.brvniste.sk,zuzana.kolembusova@brvniste.sk,guessed,ok
557561,Čelkova Lehota,Považská Bystrica,Trenčiansky kraj,149,,obeccelkovalehota@azet.sk,none,no_website
512966,Dolná Mariková,Považská Bystrica,Trenčiansky kraj,1427,https://www.dolnamarikova.sk,obecdolnamarikova@playmax.sk,xls,ok
546640,Dolný Lieskov,Považská Bystrica,Trenčiansky kraj,834,https://www.dolnylieskov.sk,oulieskov1@playmax.sk,xls,ok
513008,Domaniža,Považská Bystrica,Trenčiansky kraj,1633,https://www.domaniza.sk,obec@domaniza.sk,guessed,ok
557609,Ďurďové,Považská Bystrica,Trenčiansky kraj,144,https://durdove.sk,obchod@durdove.sk,guessed,ok
557510,Hatné,Považská Bystrica,Trenčiansky kraj,634,https://hatne.sk,obec@hatne.sk,guessed,ok
513083,Horná Mariková,Považská Bystrica,Trenčiansky kraj,570,https://www.horna-marikova.sk,obechornamarikova@stonline.sk,guessed,ok
580856,Horný Lieskov,Považská Bystrica,Trenčiansky kraj,426,https://www.lieskov.sk,hornylieskov@centrum.sk,xls,ok
513172,Jasenica,Považská Bystrica,Trenčiansky kraj,1160,https://www.jasenica.sk,obec@jasenica.sk,guessed,ok
557552,Klieština,Považská Bystrica,Trenčiansky kraj,344,https://www.kliestina.sk,kliestina@pegonet.sk,guessed,ok
513245,Kostolec,Považská Bystrica,Trenčiansky kraj,241,https://www.kostolec.sk,obeckostolec@centrum.sk,guessed,ok
557579,Malé Lednice,Považská Bystrica,Trenčiansky kraj,494,https://www.malelednice.com,male.lednice@mail.t-com.sk,xls,ok
513466,Papradno,Považská Bystrica,Trenčiansky kraj,2441,https://www.papradno.sk,lubica.lalisova@papradno.sk,guessed,ok
513474,Plevník - Drienové,Považská Bystrica,Trenčiansky kraj,1648,https://www.plevnik-drienove.sk,starosta@plevnik-drienove.sk,guessed,ok
558222,Počarová,Považská Bystrica,Trenčiansky kraj,140,https://www.pocarova.sk,pocarova@pocarova.sk,xls,ok
580864,Podskalie,Považská Bystrica,Trenčiansky kraj,125,https://www.obecpodskalie.sk,info@webex.sk,guessed,ok
512842,Považská Bystrica,Považská Bystrica,Trenčiansky kraj,39104,https://www.povazska-bystrica.sk,daniela.bubakova@povazska-bystrica.sk,guessed,ok
513563,Prečín,Považská Bystrica,Trenčiansky kraj,1517,https://www.precin.eu,obecprecin@precin.eu,xls,ok
513601,Pružina,Považská Bystrica,Trenčiansky kraj,2061,https://www.pruzina.eu,starosta@pruzina.eu,xls,ok
557595,Sádočné,Považská Bystrica,Trenčiansky kraj,154,https://sadocne.sk,martin.golej@gmail.com,guessed,ok
557480,Slopná,Považská Bystrica,Trenčiansky kraj,480,https://slopna.sk,obec@slopna.sk,guessed,ok
513687,Stupné,Považská Bystrica,Trenčiansky kraj,689,https://www.obecstupne.sk,obec.stupne@obecstupne.sk,guessed,ok
518913,Sverepec,Považská Bystrica,Trenčiansky kraj,1361,https://www.sverepec.sk,info@sverepec.sk,guessed,ok
513741,Udiča,Považská Bystrica,Trenčiansky kraj,2242,https://www.obecudica.sk,starosta@obecudica.sk,guessed,ok
513784,Vrchteplá,Považská Bystrica,Trenčiansky kraj,261,https://www.vrchtepla.sk,obecvrchtepla@centrum.sk,xls,ok
513822,Záskalie,Považská Bystrica,Trenčiansky kraj,193,http://zaskalie.webnode.sk,obeczaskalie@damage.sk,xls,ok
524158,Abranovce,Prešov,Prešovský kraj,697,https://www.abranovce.sk,obecabranovce@gmail.com,guessed,ok
524174,Bajerov,Prešov,Prešovský kraj,438,https://www.bajerov.sk,podatelna@bajerov.sk,guessed,ok
524191,Bertotovce,Prešov,Prešovský kraj,510,https://bertotovce.sk,podatelna@bertotovce.sk,guessed,ok
524212,Brestov - Prešov,Prešov,Prešovský kraj,449,https://www.brestov.sk,starosta@brestov.sk,guessed,ok
524221,Bretejovce,Prešov,Prešovský kraj,429,https://www.bretejovce.sk,podatelna@bretejovce.sk,guessed,ok
524255,Brežany,Prešov,Prešovský kraj,195,https://www.obecbrezany.sk,obecbrezany@obecbrezany.sk,guessed,ok
524263,Bzenov,Prešov,Prešovský kraj,770,https://www.obecbzenov.sk,info@obecbzenov.sk,guessed,ok
524271,Čelovce - Prešov,Prešov,Prešovský kraj,354,https://obeccelovce.sk,celovce@nextra.sk,guessed,ok
524301,Červenica,Prešov,Prešovský kraj,1028,https://www.obeccervenica.sk,podatelna@obeccervenica.sk,guessed,ok
524506,Chmeľov,Prešov,Prešovský kraj,1038,https://obecchmelov.sk,obec.chmelov@gmail.com,guessed,ok
524514,Chmeľovec,Prešov,Prešovský kraj,448,https://chmelovec.sk,obec.chmelovec@gmail.com,guessed,ok
524549,Chmiňany,Prešov,Prešovský kraj,1001,https://www.obec-chminany.sk,obec@obec-chminany.sk,guessed,ok
524522,Chminianska Nová Ves,Prešov,Prešovský kraj,1303,https://www.chminianska.sk,obecchmin.n.ves@stonline.sk,xls,ok
524531,Chminianske Jakubovany,Prešov,Prešovský kraj,2587,https://www.chminianskejakubovany.ocu.sk,obecchjakubovany@mail.t-com.sk,xls,ok
524336,Demjata,Prešov,Prešovský kraj,1097,https://www.obecdemjata.sk,obec@obecdemjata.sk,guessed,ok
524352,Drienov,Prešov,Prešovský kraj,2248,https://www.drienov.sk,ocu@drienov.sk,guessed,ok
524361,Drienovská Nová Ves,Prešov,Prešovský kraj,835,https://www.drienovskanovaves.ocu.sk,starosta.dnv@stonline.sk,xls,ok
524387,Dulova Ves,Prešov,Prešovský kraj,1402,https://www.dulovaves.sk,dulovaves@szm.sk,xls,ok
524395,Fintice,Prešov,Prešovský kraj,2143,https://www.fintice.sk,oufintice@hotmail.com,guessed,ok
524409,Fričovce,Prešov,Prešovský kraj,1152,https://obecfricovce.sk,podatelna@obecfricovce.sk,guessed,ok
524417,Fulianka,Prešov,Prešovský kraj,396,https://www.fulianka.sk,obec@fulianka.sk,guessed,ok
524425,Geraltov,Prešov,Prešovský kraj,121,https://geraltov.sk,obecgeraltov@gmail.com,guessed,ok
524433,Gregorovce,Prešov,Prešovský kraj,873,https://www.obecgregorovce.sk,podatelna@obecgregorovce.sk,guessed,ok
518522,Haniska - Prešov,Prešov,Prešovský kraj,724,https://www.obechaniska.sk,info@obechaniska.sk,guessed,ok
524450,Hendrichovce,Prešov,Prešovský kraj,261,https://www.hendrichovce.sk,obec@hendrichovce.sk,guessed,ok
524468,Hermanovce,Prešov,Prešovský kraj,1972,https://www.obechermanovce.sk,podatelna@obechermanovce.sk,guessed,ok
524476,Hrabkov,Prešov,Prešovský kraj,691,https://www.hrabkov.sk,sekretariat@hrabkov.sk,guessed,ok
524581,Janov,Prešov,Prešovský kraj,329,https://www.obecjanov.sk,janov@onlinenet.sk,guessed,ok
524590,Janovík,Prešov,Prešovský kraj,376,https://www.janovik.sk,obecjanovik@post.sk,guessed,ok
524620,Kapušany,Prešov,Prešovský kraj,2257,https://www.kapusany.sk,info@kapusany.sk,guessed,ok
524638,Kendice,Prešov,Prešovský kraj,2035,https://www.kendice.sk,slavik@malby.sk,guessed,ok
524646,Klenov,Prešov,Prešovský kraj,239,https://www.klenov.sk,obecklenov@gmail.com,guessed,ok
524654,Kojatice,Prešov,Prešovský kraj,1147,https://www.kojatice.sk,obec@kojatice.sk,guessed,ok
524662,Kokošovce,Prešov,Prešovský kraj,917,https://www.kokosovce.sk,starosta@kokosovce.sk,guessed,ok
524697,Krížovany,Prešov,Prešovský kraj,370,https://www.krizovany.sk,starosta@krizovany.sk,guessed,ok
524701,Kvačany - Prešov,Prešov,Prešovský kraj,289,,,none,no_website
524727,Lada,Prešov,Prešovský kraj,845,https://www.obeclada.sk,starosta@obeclada.sk,guessed,ok
524735,Lažany,Prešov,Prešovský kraj,174,https://www.lazany.sk,info@lazany.sk,guessed,ok
524743,Lemešany,Prešov,Prešovský kraj,1955,https://www.lemesany.sk,obec@lemesany.sk,guessed,ok
524751,Lesíček,Prešov,Prešovský kraj,422,https://www.lesicek.sk,starosta@lesicek.sk,guessed,ok
524760,Ličartovce,Prešov,Prešovský kraj,981,https://www.licartovce.sk,obec.licartovce@stonline.sk,guessed,ok
559971,Lipníky,Prešov,Prešovský kraj,522,https://www.lipniky.sk,podatelna@lipniky.sk,guessed,ok
524786,Lipovce,Prešov,Prešovský kraj,512,https://www.lipovce.saris.eu.sk              www.lipovce.sk,lipovce@ou.sk,xls,ok
518590,Ľubotice,Prešov,Prešovský kraj,3643,https://www.obeclubotice.sk,urad@obeclubotice.sk,guessed,ok
524794,Ľubovec,Prešov,Prešovský kraj,512,https://www.lubovec.sk,starosta@lubovec.sk,guessed,ok
524808,Lúčina,Prešov,Prešovský kraj,163,https://www.lucina.sk,starosta@lucina.sk,xls,ok
524841,Malý Šariš,Prešov,Prešovský kraj,1759,https://www.malysaris.sk,malysaris@stonline.sk,xls,ok
524832,Malý Slivník,Prešov,Prešovský kraj,1010,https://www.malyslivnik.ocu.sk,obecmalyslivnik@juko.sk,xls,ok
556823,Medzany,Prešov,Prešovský kraj,970,https://obecmedzany.sk,info@obecmedzany.sk,guessed,ok
524867,Miklušovce,Prešov,Prešovský kraj,303,https://www.miklusovce.sk,sekretariat@miklusovce.sk,guessed,ok
524883,Mirkovce,Prešov,Prešovský kraj,1380,https://www.obecmirkovce.sk,starosta@obecmirkovce.sk,guessed,ok
524905,Mošurov,Prešov,Prešovský kraj,180,https://www.mosurov.ocu.sk,mosurov@gmail.com,xls,ok
524913,Nemcovce - Prešov,Prešov,Prešovský kraj,480,https://obecnemcovce.sk,obecnemcovcepo@gmail.com,guessed,ok
524930,Okružná,Prešov,Prešovský kraj,484,https://www.obecokruzna.sk,obecokruzna@azet.sk,guessed,ok
524964,Ondrašovce,Prešov,Prešovský kraj,58,,ondrasovce@post.sk,none,no_website
524999,Ovčie,Prešov,Prešovský kraj,666,https://www.ovcie.sk,podatelna@ovcie.sk,guessed,ok
525014,Petrovany,Prešov,Prešovský kraj,1988,https://www.petrovany.sk,petrovany@petrovany.sk,guessed,ok
525022,Podhorany - Prešov,Prešov,Prešovský kraj,845,https://www.podhorany.sk,starosta@podhorany.sk,guessed,ok
525031,Podhradík,Prešov,Prešovský kraj,406,https://www.podhradik.sk,podatelna@podhradik.sk,guessed,ok
524140,Prešov,Prešov,Prešovský kraj,88175,https://www.presov.sk,podatelna@presov.sk,guessed,ok
525057,Proč,Prešov,Prešovský kraj,410,https://www.proc.sk,starosta@proc.sk,guessed,ok
525065,Pušovce,Prešov,Prešovský kraj,527,https://www.obecpusovce.sk,obecpusovce@gmail.com,guessed,ok
525073,Radatice,Prešov,Prešovský kraj,809,https://www.obecradatice.sk,fararadatice@gmail.com,guessed,ok
525111,Rokycany,Prešov,Prešovský kraj,1061,https://www.obecrokycany.sk,admin@obecrokycany.sk,guessed,ok
525138,Ruská Nová Ves,Prešov,Prešovský kraj,1307,https://www.ruskanovaves.sk,ruskanovaves@gmail.com,xls,ok
525189,Šarišská Poruba,Prešov,Prešovský kraj,646,https://www.sarporuba.ou.sk           www.sarisska-poruba.meu.zoznam.sk,obec.sarporuba@szm.sk,xls,ok
525197,Šarišská Trstená,Prešov,Prešovský kraj,359,https://www.sarisskatrstena.estranky.sk,obecstrstena@pobox.sk,xls,ok
525201,Šarišské Bohdanovce,Prešov,Prešovský kraj,933,https://www.sarisskebohdanovce.sk,starostka@sarisskebohdanovce.sk,xls,ok
525154,Sedlice,Prešov,Prešovský kraj,1025,https://www.sedlice.sk,starosta@sedlice.sk,guessed,ok
525162,Seniakovce,Prešov,Prešovský kraj,167,https://seniakovce.sk,obec@seniakovce.sk,guessed,ok
525251,Šindliar,Prešov,Prešovský kraj,550,https://www.sindliar.sk,obec@sindliar.sk,guessed,ok
525260,Široké,Prešov,Prešovský kraj,2505,https://siroke.sk,obec@siroke.sk,guessed,ok
525278,Štefanovce - Prešov,Prešov,Prešovský kraj,200,https://www.stefanovce.sk,podatelna@stefanovce.sk,guessed,ok
559989,Suchá Dolina,Prešov,Prešovský kraj,212,https://www.suchadolina.sk,obecsdolina@gmail.com,xls,ok
525171,Svinia,Prešov,Prešovský kraj,2422,https://www.obecsvinia.sk,podatelna@obecsvinia.sk,guessed,ok
525286,Teriakovce,Prešov,Prešovský kraj,835,https://teriakovce.sk,obec@teriakovce.sk,guessed,ok
525294,Terňa,Prešov,Prešovský kraj,1326,https://www.terna.sk,webyportal@webygroup.sk,guessed,ok
525324,Trnkov,Prešov,Prešovský kraj,250,https://www.trnkov.sk,ocu.trnkov@gmail.com,guessed,ok
525332,Tuhrina,Prešov,Prešovský kraj,495,https://www.obectuhrina.sk,starosta@obectuhrina.sk,guessed,ok
525341,Tulčík,Prešov,Prešovský kraj,1325,https://tulcik.sk,obec@tulcik.sk,guessed,ok
525383,Varhaňovce,Prešov,Prešovský kraj,1533,https://www.obecvarhanovce.sk,obec@obecvarhanovce.sk,guessed,ok
525405,Veľký Šariš,Prešov,Prešovský kraj,6487,https://www.velkysaris.sk,primator@velkysaris.sk,xls,ok
525391,Veľký Slivník,Prešov,Prešovský kraj,327,https://www.velkyslivnik.sk,velkyslivnik@gmail.com,xls,ok
525413,Víťaz,Prešov,Prešovský kraj,2019,https://www.obecvitaz.sk,info@obecvitaz.sk,guessed,ok
525430,Vyšná Šebastová,Prešov,Prešovský kraj,1318,https://www.vysnasebastova.sk,urad@vysnasebastova.sk,xls,ok
525448,Záborské,Prešov,Prešovský kraj,1038,https://www.obeczaborske.sk,obec@obeczaborske.sk,guessed,ok
525456,Záhradné,Prešov,Prešovský kraj,1070,https://www.obeczahradne.sk,starosta@obeczahradne.sk,guessed,ok
525499,Žehňa,Prešov,Prešovský kraj,1280,https://www.obec-zehna.sk,sekretariat@obec-zehna.sk,guessed,ok
525502,Žipov,Prešov,Prešovský kraj,300,https://www.zipov.sk,obec.zipov@stonline.sk,guessed,ok
525472,Zlatá Baňa,Prešov,Prešovský kraj,467,https://www.zlatabana.sk,obec@zlatabana.sk,xls,ok
525511,Župčany,Prešov,Prešovský kraj,1745,https://zupcany.sk,obec@zupcany.sk,guessed,ok
513903,Bojnice,Prievidza,Trenčiansky kraj,5007,https://www.bojnice.sk,parkovanie@bojnice.sk,guessed,ok
513911,Bystričany,Prievidza,Trenčiansky kraj,1791,https://www.bystricany.sk,obec@bystricany.sk,guessed,ok
513938,Čavoj,Prievidza,Trenčiansky kraj,484,https://www.cavoj.sk,jan.novotka@centrum.sk,xls,ok
513946,Čereňany,Prievidza,Trenčiansky kraj,1741,https://cerenany.sk,cerenany@cerenany.sk,guessed,ok
514021,Chrenovec - Brusno,Prievidza,Trenčiansky kraj,1400,https://www.chrenovec-brusno.sk,info@chrenovec.sk,guessed,ok
514039,Chvojnica - Prievidza,Prievidza,Trenčiansky kraj,257,,,none,no_website
513920,Cigeľ,Prievidza,Trenčiansky kraj,1263,https://www.cigel.sk,info@cigel.sk,guessed,ok
513954,Diviacka Nová Ves,Prievidza,Trenčiansky kraj,1796,https://www.diviackanovaves.sk,ocu@diviacka.sk,xls,ok
513962,Diviaky nad Nitricou,Prievidza,Trenčiansky kraj,1733,https://www.diviaky.sk,oucdiviaky.nadnitricou@stonline.sk,xls,ok
513971,Dlžín,Prievidza,Trenčiansky kraj,143,,obecnyuraddlzin@mail.t-com.sk,none,no_website
513989,Dolné Vestenice,Prievidza,Trenčiansky kraj,2544,https://www.dolnevestenice.sk,starosta@dolnevestenice.sk,xls,ok
513997,Handlová,Prievidza,Trenčiansky kraj,16777,https://www.handlova.sk,info@handlova.sk,guessed,ok
514004,Horná Ves - Prievidza,Prievidza,Trenčiansky kraj,1449,,,none,no_website
514012,Horné Vestenice,Prievidza,Trenčiansky kraj,623,https://www.horne-vestenice.sk,ocuhornevestenice@centrum.sk,xls,ok
557714,Jalovec - Prievidza,Prievidza,Trenčiansky kraj,577,,,none,no_website
514063,Kamenec pod Vtáčnikom,Prievidza,Trenčiansky kraj,1779,https://www.kamenec.sk,starosta@kamenec.sk,xls,ok
514071,Kanianka,Prievidza,Trenčiansky kraj,4003,https://kanianka.sk,obec@kanianka.sk,guessed,ok
514080,Kľačno,Prievidza,Trenčiansky kraj,1067,https://www.klacno.eu,starosta@klacno.eu,xls,ok
514098,Kocurany,Prievidza,Trenčiansky kraj,521,https://www.kocurany.sk,obec@kocurany.sk,guessed,ok
